"No","Priority","English","Local",,,
"2.4e+02","2"," Action: Hoisting up disabled
 Device: Load cell ZA1-B2
 Location: Trolley, Dwg p: 417
 Check: cable of load cell to 
 PLC input
 SW I/O: PIW218, Dwg p:417, SW:FC200
 Alarm SA ref: 2.5.1, SW:FC251"," Action: Hoisting up disabled
 Device: Load cell ZA1-B2
 Location: Trolley, Dwg p: 417
 Check: cable of load cell to 
 PLC input
 SW I/O: PIW218, Dwg p:417, SW:FC200
 Alarm SA ref: 2.5.1, SW:FC251",,,
"2.4e+02","2","Main Hoist 2 - Load Cell 1 Fault","Main Hoist 2 - Load Cell 1 Fault",,,
"2.4e+02","2","Low Limit Alarm ","Low Limit Alarm ",,,
"2.4e+02","2"," Action: Hoisting up disabled
 Device: Load cell ZA2-B2
 Location: Trolley, Dwg p: 417
 Check: cable of load cell to 
 PLC input
 SW I/O: PIW220, Dwg p:417, SW:FC200
 Alarm SA ref: 2.5.1, SW:FC251"," Action: Hoisting up disabled
 Device: Load cell ZA2-B2
 Location: Trolley, Dwg p: 417
 Check: cable of load cell to 
 PLC input
 SW I/O: PIW220, Dwg p:417, SW:FC200
 Alarm SA ref: 2.5.1, SW:FC251",,,
"2.4e+02","2","Main Hoist 2 - Load Cell 1 Fault ","Main Hoist 2 - Load Cell 1 Fault ",,,
"2.4e+02","2","High Limit Alarm ","High Limit Alarm ",,,
"2.4e+02","2"," Action: Hoisting up disabled
 Device: Load cell ZA2-B2
 Location: Trolley, Dwg p: 417
 Check: cable of load cell to 
 PLC input
 SW I/O: PIW220, Dwg p:417, SW:FC200
 Alarm SA ref: 2.5.1, SW:FC251"," Action: Hoisting up disabled
 Device: Load cell ZA2-B2
 Location: Trolley, Dwg p: 417
 Check: cable of load cell to 
 PLC input
 SW I/O: PIW220, Dwg p:417, SW:FC200
 Alarm SA ref: 2.5.1, SW:FC251",,,
"2.4e+02","2","Main Hoist 2 - Load Cell 2 Fault ","Main Hoist 2 - Load Cell 2 Fault ",,,
"2.4e+02","2","Low Limit Alarm","Low Limit Alarm",,,
"2.4e+02","2"," Action: Hoisting up disabled
 Device: Load cell ZA2-B1
 Location: Trolley, Dwg p: 417
 Check: cable of load cell to 
 PLC input
 SW I/O: PIW222, Dwg p:418, SW:FC200
 Alarm SA ref: 2.5.1, SW:FC251"," Action: Hoisting up disabled
 Device: Load cell ZA2-B1
 Location: Trolley, Dwg p: 417
 Check: cable of load cell to 
 PLC input
 SW I/O: PIW222, Dwg p:418, SW:FC200
 Alarm SA ref: 2.5.1, SW:FC251",,,
"2.4e+02","2","Main Hoist 2 - Load Cell 2 Fault ","Main Hoist 2 - Load Cell 2 Fault ",,,
"2.4e+02","2","High Limit Alarm ","High Limit Alarm ",,,
"2.4e+02","2"," Action: Hoisting up disabled
 Device: Load cell ZA2-B1
 Location: Trolley, Dwg p: 417
 Check: cable of load cell to
 PLC input 
 SW I/O: PIW222, Dwg p:417, SW:200
 FC200Alarm SA ref: 2.5.1, SW:FC251 "," Action: Hoisting up disabled
 Device: Load cell ZA2-B1
 Location: Trolley, Dwg p: 417
 Check: cable of load cell to
 PLC input 
 SW I/O: PIW222, Dwg p:417, SW:200
 FC200Alarm SA ref: 2.5.1, SW:FC251 ",,,
"2.4e+02","2","Main Hoist - Overload","Main Hoist - Overload",,,
"2.4e+02","2",,,,,
"2.4e+02","2"," Action: Hoisting up disabled
 Device: Weighing units
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is
 snagged to chassis or too much load
 SW I/O: TA_OVLA_TD
 Alarm SA ref: 2.5.4.1, SW:FC254 "," Action: Hoisting up disabled
 Device: Weighing units
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is
 snagged to chassis or too much load
 SW I/O: TA_OVLA_TD
 Alarm SA ref: 2.5.4.1, SW:FC254 ",,,
"2.5e+02","2","Main Hoist - Total load snag Limit","Main Hoist - Total load snag Limit",,,
"2.5e+02","2",,,,,
"2.5e+02","2"," Action: Hoisting up disabled
 Device: Weighing units
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is 
 snagged to chassis or too much load
 SW I/O: MA_TOVL_S
 Alarm SA ref: 2.5.4.1, SW:FC254"," Action: Hoisting up disabled
 Device: Weighing units
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is 
 snagged to chassis or too much load
 SW I/O: MA_TOVL_S
 Alarm SA ref: 2.5.4.1, SW:FC254",,,
"2.5e+02","2","Main Hoist - Eccentric Overload ","Main Hoist - Eccentric Overload ",,,
"2.5e+02","2",,,,,
"2.5e+02","2"," Action: Hoisting up disabled
 Device: Weighing units
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is 
 snagged to chassis or too much load
 SW I/O: TA_EOVLA_TD
 Alarm SA ref: 2.5.4.2, SW:FC255"," Action: Hoisting up disabled
 Device: Weighing units
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is 
 snagged to chassis or too much load
 SW I/O: TA_EOVLA_TD
 Alarm SA ref: 2.5.4.2, SW:FC255",,,
"2.5e+02","2","Main Hoist - Eccentric overload ","Main Hoist - Eccentric overload ",,,
"2.5e+02","2","snag Limit","snag Limit",,,
"2.5e+02","2"," Action: Hoisting up disabled
 Device: Weighing units
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is 
 snagged to chassis or too much load
 SW I/O: MA_EOVL_S
 Alarm SA ref: 2.5.4.2, SW:FC255"," Action: Hoisting up disabled
 Device: Weighing units
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is 
 snagged to chassis or too much load
 SW I/O: MA_EOVL_S
 Alarm SA ref: 2.5.4.2, SW:FC255",,,
"2.5e+02","2","Main Hoist 1 - Rope 1 snag overload ","Main Hoist 1 - Rope 1 snag overload ",,,
"2.5e+02","2",,,,,
"2.5e+02","2"," Action: Hoisting up disabled
 Device: Load cell ZA1-B1
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is not 
 snagged to chassis or too much load
 SW I/O: MA1_R1_OVL
 Alarm SA ref: 2.5.4.3, SW:FC256"," Action: Hoisting up disabled
 Device: Load cell ZA1-B1
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is not 
 snagged to chassis or too much load
 SW I/O: MA1_R1_OVL
 Alarm SA ref: 2.5.4.3, SW:FC256",,,
"2.5e+02","2","Main Hoist 1 - Rope 2 snag overload","Main Hoist 1 - Rope 2 snag overload",,,
"2.5e+02","2",,,,,
"2.5e+02","2"," Action: Hoisting up disabled
 Device: Load cell ZA1-B2
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is 
 snagged to chassis or too much load
 SW I/O: MA1_R2_OVL
 Alarm SA ref: 2.5.4.3, SW:FC256"," Action: Hoisting up disabled
 Device: Load cell ZA1-B2
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is 
 snagged to chassis or too much load
 SW I/O: MA1_R2_OVL
 Alarm SA ref: 2.5.4.3, SW:FC256",,,
"2.5e+02","2","Main Hoist 2 - Rope 1 snag overload","Main Hoist 2 - Rope 1 snag overload",,,
"2.5e+02","2",,,,,
"2.5e+02","2"," Action: Hoisting up disabled
 Device: Load cell ZA2-B2
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is
 snagged to chassis or too much load
 SW I/O: MA2_R1_OVL
 Alarm SA ref: 2.5.4.3, SW:FC256"," Action: Hoisting up disabled
 Device: Load cell ZA2-B2
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is
 snagged to chassis or too much load
 SW I/O: MA2_R1_OVL
 Alarm SA ref: 2.5.4.3, SW:FC256",,,
"2.5e+02","2","Main Hoist 2 - Rope 2 snag overload","Main Hoist 2 - Rope 2 snag overload",,,
"2.5e+02","2",,,,,
"2.5e+02","2"," Action: Hoisting up disabled
 Device: Load cell ZA2-B1
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is 
 snagged to chassis or too much load
 SW I/O: MA2_R2_OVL
 Alarm SA ref: 2.5.4.3, SW:FC256"," Action: Hoisting up disabled
 Device: Load cell ZA2-B1
 Location: Trolley, Dwg p: 417
 Check: Spreader/container is 
 snagged to chassis or too much load
 SW I/O: MA2_R2_OVL
 Alarm SA ref: 2.5.4.3, SW:FC256",,,
"2.5e+02","2","Main hoist synchro fault - ","Main hoist synchro fault - ",,,
"2.5e+02","2","too much position difference ","too much position difference ",,,
"2.5e+02","2"," Action: Main hoist is disabled
 Device: Synchro calculation in PLC
 Trim spreader to level and try again
 Check:Hoist pos. encoder coupling
 connections and brake function
 SW I/O: MA_SYNC_E
 Alarm SA ref: 2.2.8, SW:FC228 "," Action: Main hoist is disabled
 Device: Synchro calculation in PLC
 Trim spreader to level and try again
 Check:Hoist pos. encoder coupling
 connections and brake function
 SW I/O: MA_SYNC_E
 Alarm SA ref: 2.2.8, SW:FC228 ",,,
"2.5e+02","2","Hoist is prohibited -","Hoist is prohibited -",,,
"2.5e+02","2","Wrong bogie position","Wrong bogie position",,,
"2.5e+02","2"," Action: Main hoist is disabled
 Device: Bogie position is wrong
 But bogie position to Nomal or park
 Check:Check bogie position
 
 SW I/O: MS_A_OK
 Alarm SA ref: 8.8.0, SW:FC880 "," Action: Main hoist is disabled
 Device: Bogie position is wrong
 But bogie position to Nomal or park
 Check:Check bogie position
 
 SW I/O: MS_A_OK
 Alarm SA ref: 8.8.0, SW:FC880 ",,,
"2.6e+02","3","Speed Tracking fault","Speed Tracking fault",,,
"2.6e+02","3",,,,,
"2.6e+02","3"," Action: Main hoist is disabled
 Device: 
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:"," Action: Main hoist is disabled
 Device: 
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:",,,
"2.6e+02","3","Hoist 1 emergency brake ","Hoist 1 emergency brake ",,,
"2.6e+02","3","Driving time fault ","Driving time fault ",,,
"2.6e+02","3"," Action: Main hoist is disabled
 Device: Emengency brake
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 "," Action: Main hoist is disabled
 Device: Emengency brake
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 ",,,
"2.6e+02","3","Hoist 1 emergency brake ","Hoist 1 emergency brake ",,,
"2.6e+02","3","Engaging fault ","Engaging fault ",,,
"2.6e+02","3"," Action: Main hoist is disabled
 Device: Emengency brake
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 "," Action: Main hoist is disabled
 Device: Emengency brake
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 ",,,
"2.6e+02","3","Hoist 2 emergency brake ","Hoist 2 emergency brake ",,,
"2.6e+02","3","Releasing fault ","Releasing fault ",,,
"2.6e+02","3"," Action: Main hoist is disabled
 Device: Emengency brake
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 "," Action: Main hoist is disabled
 Device: Emengency brake
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 ",,,
"2.6e+02","3","Hoist 2 emergency brake ","Hoist 2 emergency brake ",,,
"2.6e+02","3","Driving time fault ","Driving time fault ",,,
"2.6e+02","3"," Action: Main hoist is disabled
 Device: Emengency brake
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 "," Action: Main hoist is disabled
 Device: Emengency brake
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 ",,,
"2.6e+02","3","Hoist 2 emergency brake ","Hoist 2 emergency brake ",,,
"2.6e+02","3","Engaging fault ","Engaging fault ",,,
"2.6e+02","3"," Action: Main hoist is disabled
 Device: Emengency brake
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 "," Action: Main hoist is disabled
 Device: Emengency brake
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 ",,,
"2.6e+02","3","Hoist emergency brake ","Hoist emergency brake ",,,
"2.6e+02","3","Pump breaker tripped","Pump breaker tripped",,,
"2.6e+02","3"," Action: Main hoist is disabled
 Device: A1-F8
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 "," Action: Main hoist is disabled
 Device: A1-F8
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 ",,,
"2.6e+02","3","Hoist 1 emergency brake ","Hoist 1 emergency brake ",,,
"2.6e+02","3","Brake is worn out ","Brake is worn out ",,,
"2.6e+02","3"," Action: Main hoist is disabled
 Device: Emengency brake A1-S102
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 "," Action: Main hoist is disabled
 Device: Emengency brake A1-S102
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 ",,,
"2.6e+02","3","Hoist 2 emergency brake ","Hoist 2 emergency brake ",,,
"2.6e+02","3","Brake is worn out ","Brake is worn out ",,,
"2.6e+02","3"," Action: Main hoist is disabled
 Device: Emengency brake A2-S102
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 "," Action: Main hoist is disabled
 Device: Emengency brake A2-S102
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC202 ",,,
"2.6e+02","2","Hoist overspeed limit tripped ","Hoist overspeed limit tripped ",,,
"2.6e+02","2",,,,,
"2.6e+02","2"," Action: Main hoist is disabled
 Device: A-K80
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC203"," Action: Main hoist is disabled
 Device: A-K80
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC203",,,
"2.6e+02","2","Hoist 1 overspeed detector alarm ","Hoist 1 overspeed detector alarm ",,,
"2.6e+02","2",,,,,
"2.6e+02","2"," Action: Main hoist is disabled
 Device: A1-A3
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC203 "," Action: Main hoist is disabled
 Device: A1-A3
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC203 ",,,
"2.7e+02","2","Hoist 2 overspeed detector alarm ","Hoist 2 overspeed detector alarm ",,,
"2.7e+02","2",,,,,
"2.7e+02","2"," Action: Main hoist is disabled
 Device: A2-A3
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC203 "," Action: Main hoist is disabled
 Device: A2-A3
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC203 ",,,
"2.7e+02","3","Hoist emergency brakes","Hoist emergency brakes",,,
"2.7e+02","3"," are not released"," are not released",,,
"2.7e+02","3"," Action: Main hoist is disabled
 Device: 
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC203 "," Action: Main hoist is disabled
 Device: 
 Check:
 
 SW I/O: 
 Alarm SA ref: , SW:FC203 ",,,
"2.7e+02","3","nu","nu",,,
"2.7e+02","3",,,,,
"2.7e+02","3",,,,,
"2.7e+02","3","nu","nu",,,
"2.7e+02","3",,,,,
"2.7e+02","3",,,,,
"2.7e+02","3","nu","nu",,,
"2.7e+02","3",,,,,
"2.7e+02","3",,,,,
"2.7e+02","3","nu","nu",,,
"2.7e+02","3",,,,,
"2.7e+02","3",,,,,
"2.7e+02","3","nu","nu",,,
"2.7e+02","3",,,,,
"2.7e+02","3",,,,,
"2.7e+02","3","nu","nu",,,
"2.7e+02","3",,,,,
"2.7e+02","3",,,,,
"2.7e+02","3","nu","nu",,,
"2.7e+02","3",,,,,
"2.7e+02","3",,,,,
"2.8e+02","3","nu","nu",,,
"2.8e+02","3",,,,,
"2.8e+02","3",,,,,
"2.8e+02","3","nu","nu",,,
"2.8e+02","3",,,,,
"2.8e+02","3",,,,,
"2.8e+02","3","nu","nu",,,
"2.8e+02","3",,,,,
"2.8e+02","3",,,,,
"2.8e+02","3","nu","nu",,,
"2.8e+02","3",,,,,
"2.8e+02","3",,,,,
"2.8e+02","3","nu","nu",,,
"2.8e+02","3",,,,,
"2.8e+02","3",,,,,
"2.8e+02","1","Hoist - Software stop limit ","Hoist - Software stop limit ",,,
"2.8e+02","1","bypass activated","bypass activated",,,
"2.8e+02","1",,,,,
"2.8e+02","1","Hoist - Slack rope ","Hoist - Slack rope ",,,
"2.8e+02","1","bypass is activated","bypass is activated",,,
"2.8e+02","1",,,,,
"2.8e+02","2","Main Hoist - Load changed too much ","Main Hoist - Load changed too much ",,,
"2.8e+02","2","from pickup","from pickup",,,
"2.8e+02","2",,,,,
"2.8e+02","1","nu","nu",,,
"2.8e+02","1",,,,,
"2.8e+02","1",,,,,
"2.8e+02","1","Main Hoist - Total Overload Warning","Main Hoist - Total Overload Warning",,,
"2.8e+02","1",,,,,
"2.8e+02","1",,,,,
"2.8e+02","1","Main Hoist - Eccentric Overload ","Main Hoist - Eccentric Overload ",,,
"2.8e+02","1","Warning","Warning",,,
"2.8e+02","1",,,,,
"2.9e+02","1","Main Hoist - Eccentric ","Main Hoist - Eccentric ",,,
"2.9e+02","1","Load Ramp In Use","Load Ramp In Use",,,
"2.9e+02","1",,,,,
"2.9e+02","1","Main Hoist  - Slack rope","Main Hoist  - Slack rope",,,
"2.9e+02","1",,,,,
"2.9e+02","1",,,,,
"2.9e+02","1","Hoist 1 - Software stop limit Dir 1 ","Hoist 1 - Software stop limit Dir 1 ",,,
"2.9e+02","1","Tripped","Tripped",,,
"2.9e+02","1",,,,,
"2.9e+02","1","Hoist 2 - Software stop limit Dir 1 ","Hoist 2 - Software stop limit Dir 1 ",,,
"2.9e+02","1","Tripped","Tripped",,,
"2.9e+02","1",,,,,
"2.9e+02","1","Hoist 1 - Hardware stop limit Dir 1 ","Hoist 1 - Hardware stop limit Dir 1 ",,,
"2.9e+02","1","Tripped","Tripped",,,
"2.9e+02","1",,,,,
"2.9e+02","1","Hoist 2 - Hardware stop limit Dir 1 ","Hoist 2 - Hardware stop limit Dir 1 ",,,
"2.9e+02","1","Tripped","Tripped",,,
"2.9e+02","1",,,,,
"2.9e+02","1","Hoist 1 - Hardware stop limit Dir 2 ","Hoist 1 - Hardware stop limit Dir 2 ",,,
"2.9e+02","1","Tripped","Tripped",,,
"2.9e+02","1",,,,,
"2.9e+02","1","Hoist 2 - Hardware stop limit Dir 2 ","Hoist 2 - Hardware stop limit Dir 2 ",,,
"2.9e+02","1","Tripped","Tripped",,,
"2.9e+02","1",,,,,
"2.9e+02","1","nu","nu",,,
"2.9e+02","1",,,,,
"2.9e+02","1",,,,,
"3e+02","1","nu","nu",,,
"3e+02","1",,,,,
"3e+02","1",,,,,
"3e+02","1","nu","nu",,,
"3e+02","1",,,,,
"3e+02","1",,,,,
"3e+02","1","nu","nu",,,
"3e+02","1",,,,,
"3e+02","1",,,,,
"3e+02","1","nu","nu",,,
"3e+02","1",,,,,
"3e+02","1",,,,,
"3e+02","1","nu","nu",,,
"3e+02","1",,,,,
"3e+02","1",,,,,
"3e+02","3","Trolley - Inverter Drive fault","Trolley - Inverter Drive fault",,,
"3e+02","3",,,,,
"3e+02","3"," Action: Trolley disabled
 Device:Trolley inverter E1-A1
 Location: E-room, Dwg p:130
 Check: Trolley inverter fault
 Turn crane OFF and ON again to reset
 SW I/O: ME_D2V_FAULT
 Alarm SA ref: 3.1.3, SW:FC313"," Action: Trolley disabled
 Device:Trolley inverter E1-A1
 Location: E-room, Dwg p:130
 Check: Trolley inverter fault
 Turn crane OFF and ON again to reset
 SW I/O: ME_D2V_FAULT
 Alarm SA ref: 3.1.3, SW:FC313",,,
"3e+02","3","Trolley - Drive not ready","Trolley - Drive not ready",,,
"3e+02","3",,,,,
"3e+02","3"," Action: Trolley disabled
 Device: Trolley inverter E1-A1
 Location: E-room, Dwg p: 130
 Check: Faults on trolley inverter
 and try again
 SW I/O: ME_READY
 Alarm SA ref: 3.1.3, SW:FC313"," Action: Trolley disabled
 Device: Trolley inverter E1-A1
 Location: E-room, Dwg p: 130
 Check: Faults on trolley inverter
 and try again
 SW I/O: ME_READY
 Alarm SA ref: 3.1.3, SW:FC313",,,
"3e+02","3","nu","nu",,,
"3e+02","3",,,,,
"3e+02","3",,,,,
"3e+02","3","nu","nu",,,
"3e+02","3",,,,,
"3e+02","3",,,,,
"3e+02","3","nu","nu",,,
"3e+02","3",,,,,
"3e+02","3",,,,,
"3e+02","2","Trolley - Cabin side gate not closed ","Trolley - Cabin side gate not closed ",,,
"3e+02","2",,,,,
"3e+02","2"," Action: Trolley stop
 Device: Limit switch  O-S06
 Location: Cab access gate, Dwg p:454
 Check: Gate limit switch
 and cable to PLC in cab
 SW I/O:I103.6, Dwg p:454, SW:FC300
 Alarm SA ref: 3.1.6, SW:FC316"," Action: Trolley stop
 Device: Limit switch  O-S06
 Location: Cab access gate, Dwg p:454
 Check: Gate limit switch
 and cable to PLC in cab
 SW I/O:I103.6, Dwg p:454, SW:FC300
 Alarm SA ref: 3.1.6, SW:FC316",,,
"3.1e+02","2","Trolley - Gantry side gate ","Trolley - Gantry side gate ",,,
"3.1e+02","2","not closed","not closed",,,
"3.1e+02","2"," Action: Trolley stop
 Device: Limit switch  O-S07
 Location: Cab access gate, Dwg p: 359
 Check: gate limit switch
 and cable to PLC in E-room
 SW I/O:I38.0, Dwg p:359, SW:FC300
 Alarm SA ref: 3.1.6, SW:FC316"," Action: Trolley stop
 Device: Limit switch  O-S07
 Location: Cab access gate, Dwg p: 359
 Check: gate limit switch
 and cable to PLC in E-room
 SW I/O:I38.0, Dwg p:359, SW:FC300
 Alarm SA ref: 3.1.6, SW:FC316",,,
"3.1e+02","3","Trolley - Motor 1 overheat","Trolley - Motor 1 overheat",,,
"3.1e+02","3",,,,,
"3.1e+02","3"," Action: Trolley disabled
 Device: Thermistor E-M1
 Location: Trolley cubicle, Dwg p:408
 Check:Motor temperature and cable
 of thermistor to PLC on trolley
 SW I/O:I67.0, Dwg p:408, SW:FC300
 Alarm SA ref: 3.1.4, SW:FC314"," Action: Trolley disabled
 Device: Thermistor E-M1
 Location: Trolley cubicle, Dwg p:408
 Check:Motor temperature and cable
 of thermistor to PLC on trolley
 SW I/O:I67.0, Dwg p:408, SW:FC300
 Alarm SA ref: 3.1.4, SW:FC314",,,
"3.1e+02","3","Trolley - Motor 2 overheat","Trolley - Motor 2 overheat",,,
"3.1e+02","3",,,,,
"3.1e+02","3"," Action: Trolley disabled
 Device: Thermistor E-M2  
 Location: Trolley cubicle, Dwg p:408
 Check:Motor temperature and cable
 of thermistor to PLC on trolley
 SW I/O:I67.1, Dwg p:408, SW:FC300
 Alarm SA ref: 3.1.4, SW:FC314"," Action: Trolley disabled
 Device: Thermistor E-M2  
 Location: Trolley cubicle, Dwg p:408
 Check:Motor temperature and cable
 of thermistor to PLC on trolley
 SW I/O:I67.1, Dwg p:408, SW:FC300
 Alarm SA ref: 3.1.4, SW:FC314",,,
"3.1e+02","3","Trolley Motor 1 overload - ","Trolley Motor 1 overload - ",,,
"3.1e+02","3","Breaker E-F11 tripped ","Breaker E-F11 tripped ",,,
"3.1e+02","3"," Action: Trolley disabled
 Device: Circuit breaker E-F11
 Location: Trolley cubicle, Dwg p:130
 Check:Motor temperature and cable
 motor.
 SW I/O: I60.3, Dwg p:401, SW:FC300
 Alarm SA ref: 3.1.4, SW:FC314"," Action: Trolley disabled
 Device: Circuit breaker E-F11
 Location: Trolley cubicle, Dwg p:130
 Check:Motor temperature and cable
 motor.
 SW I/O: I60.3, Dwg p:401, SW:FC300
 Alarm SA ref: 3.1.4, SW:FC314",,,
"3.1e+02","3","Trolley Motor 2 overload - ","Trolley Motor 2 overload - ",,,
"3.1e+02","3","Breaker E-F21 tripped ","Breaker E-F21 tripped ",,,
"3.1e+02","3"," Action: Trolley disabled
 Device: Circuit breaker E-F21
 Location: Trolley cubicle, Dwg p:130
 Check: Motor insulation and
 wiring to motor.
 SW I/O: I60.4, Dwg p:401, SW:FC300
 Alarm SA ref: 3.1.4, SW:FC314"," Action: Trolley disabled
 Device: Circuit breaker E-F21
 Location: Trolley cubicle, Dwg p:130
 Check: Motor insulation and
 wiring to motor.
 SW I/O: I60.4, Dwg p:401, SW:FC300
 Alarm SA ref: 3.1.4, SW:FC314",,,
"3.1e+02","3","Trolley - Motor 3 overheat","Trolley - Motor 3 overheat",,,
"3.1e+02","3",,,,,
"3.1e+02","3"," Action: Trolley disabled
 Device: Thermistor E-M3
 Location: Trolley cubicle, Dwg p:408
 Check:Motor temperature and cable
 of thermistor to PLC on trolley
 SW I/O:I67.2, Dwg p:408, SW:FC300
 Alarm SA ref: 3.1.4, SW:FC314"," Action: Trolley disabled
 Device: Thermistor E-M3
 Location: Trolley cubicle, Dwg p:408
 Check:Motor temperature and cable
 of thermistor to PLC on trolley
 SW I/O:I67.2, Dwg p:408, SW:FC300
 Alarm SA ref: 3.1.4, SW:FC314",,,
"3.1e+02","3","Trolley - Motor 4 overheat","Trolley - Motor 4 overheat",,,
"3.1e+02","3",,,,,
"3.1e+02","3"," Action: Trolley disabled
 Device: Thermistor E-M4  
 Location: Trolley cubicle, Dwg p:408
 Check:Motor temperature and cable
 of thermistor to PLC on trolley
 SW I/O:I67.3, Dwg p:408, SW:FC300
 Alarm SA ref: 3.1.4, SW:FC314"," Action: Trolley disabled
 Device: Thermistor E-M4  
 Location: Trolley cubicle, Dwg p:408
 Check:Motor temperature and cable
 of thermistor to PLC on trolley
 SW I/O:I67.3, Dwg p:408, SW:FC300
 Alarm SA ref: 3.1.4, SW:FC314",,,
"3.1e+02","3","Trolley Motor 3 overload - ","Trolley Motor 3 overload - ",,,
"3.1e+02","3","Breaker E-F31 tripped","Breaker E-F31 tripped",,,
